# On-chain CTF Exchange OrderFilled (Polygon via Alchemy). price_per_share = usdc / shares for that fill.
# slug=sol-updown-5m-1774458000 title="Solana Up or Down - March 25, 1:00PM-1:05PM ET"
# window_unix=1774458270..1774458299 (30s before 5m end) blocks=84669118..84669132
# polygon_meta={"chainId":137,"headBlock":84671545,"headBlockTs":1774463125}
unix_seconds,iso_utc,block_number,tx_hash,log_index,outcome,side,shares,usdc,price_per_share
1774458271,2026-03-25T17:04:31.000Z,84669118,0x74d449bc755ef18d131a42b771ae1403dbc6be526e7e9d55964c939140f31853,1684,Up,buy,40.000000,22.400000,0.56000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x65f9b9083e4d5e3af73d0dbf2d13697289ef10d09c2cadbc18e5bc554d4cf1b9,2301,Down,buy,5.774192,2.194193,0.38000001
1774458271,2026-03-25T17:04:31.000Z,84669118,0x65f9b9083e4d5e3af73d0dbf2d13697289ef10d09c2cadbc18e5bc554d4cf1b9,2305,Up,buy,5.774192,3.579999,0.61999999
1774458271,2026-03-25T17:04:31.000Z,84669118,0x70de2231273155ea56c0c7801a9488e5b86d14510b7353c9ab5353f1de12273d,2499,Up,buy,7.000000,4.270000,0.61000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x70de2231273155ea56c0c7801a9488e5b86d14510b7353c9ab5353f1de12273d,2509,Up,buy,5.000000,3.050000,0.61000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x70de2231273155ea56c0c7801a9488e5b86d14510b7353c9ab5353f1de12273d,2513,Down,buy,12.000000,4.680000,0.39000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x3f9bfc84f9e5532ba207debd1ccb11d7540c7cbafbd985b1fcd87e4ece4ce09d,2555,Down,buy,3.530000,1.341400,0.38000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x3f9bfc84f9e5532ba207debd1ccb11d7540c7cbafbd985b1fcd87e4ece4ce09d,2559,Up,buy,3.530000,2.188600,0.62000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0xeccaf652d24ddb84136fc7bdbbcad2d7d0f7fa8ea9287d3301d3c8cef1a5360a,3426,Down,buy,12.000000,4.440000,0.37000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0xeccaf652d24ddb84136fc7bdbbcad2d7d0f7fa8ea9287d3301d3c8cef1a5360a,3430,Up,buy,12.000000,7.560000,0.63000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0xffeb2de8742b32d47c064925661406e68917a9f0ae780e73ef09191418073c11,3747,Down,buy,6.017856,2.647857,0.44000006
1774458271,2026-03-25T17:04:31.000Z,84669118,0xffeb2de8742b32d47c064925661406e68917a9f0ae780e73ef09191418073c11,3751,Up,buy,6.017856,3.369999,0.55999994
1774458271,2026-03-25T17:04:31.000Z,84669118,0x8634b444b70c1733e4aa678926cdc1bc47bccd42cf7831c0119f7dcf5f518d5a,4233,Down,buy,12.000000,4.320000,0.36000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x8634b444b70c1733e4aa678926cdc1bc47bccd42cf7831c0119f7dcf5f518d5a,4237,Up,buy,12.000000,7.680000,0.64000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x2bfe8aef89207edbfa94a5e8d2edec90aca2a7fba710788717c4285c2b69b138,4278,Down,buy,17.000000,5.100000,0.30000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x2bfe8aef89207edbfa94a5e8d2edec90aca2a7fba710788717c4285c2b69b138,4284,Down,buy,10.620000,3.079800,0.29000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x2bfe8aef89207edbfa94a5e8d2edec90aca2a7fba710788717c4285c2b69b138,4288,Down,sell,27.620000,8.179800,0.29615496
1774458271,2026-03-25T17:04:31.000Z,84669118,0x3c8a70486ee71b0aca78ae2bc2c5ed2dfcbf0b708b76468181e4f822dd218deb,4308,Up,buy,11.000000,7.480000,0.68000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x3c8a70486ee71b0aca78ae2bc2c5ed2dfcbf0b708b76468181e4f822dd218deb,4312,Down,buy,11.000000,3.520000,0.32000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x5aeef910aabf7d689cc5ee9f9d2c6f94cb32837c9c0e134185b81f5b4c7520fd,4388,Up,buy,9.000000,5.490000,0.61000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x5aeef910aabf7d689cc5ee9f9d2c6f94cb32837c9c0e134185b81f5b4c7520fd,4398,Up,buy,3.000000,1.830000,0.61000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x5aeef910aabf7d689cc5ee9f9d2c6f94cb32837c9c0e134185b81f5b4c7520fd,4402,Down,buy,12.000000,4.680000,0.39000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0xf5ebc508c5e9cf419956c2256e03b918955d211199eeda3080fd32efec4198c3,4499,Down,buy,1.380000,0.400200,0.29000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0xf5ebc508c5e9cf419956c2256e03b918955d211199eeda3080fd32efec4198c3,4509,Down,buy,4.197462,1.217264,0.29000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0xf5ebc508c5e9cf419956c2256e03b918955d211199eeda3080fd32efec4198c3,4513,Up,buy,5.577462,3.959998,0.71000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x78103125945abee15010f583b8261a4b0ce09674c4b8bc9c0a30c9e52c5f45b4,4594,Up,buy,3.000000,2.040000,0.68000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x78103125945abee15010f583b8261a4b0ce09674c4b8bc9c0a30c9e52c5f45b4,4604,Up,buy,7.000000,4.760000,0.68000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x78103125945abee15010f583b8261a4b0ce09674c4b8bc9c0a30c9e52c5f45b4,4614,Up,buy,12.000000,8.160000,0.68000000
1774458271,2026-03-25T17:04:31.000Z,84669118,0x78103125945abee15010f583b8261a4b0ce09674c4b8bc9c0a30c9e52c5f45b4,4624,Up,buy,8.457141,5.497142,0.65000004
1774458271,2026-03-25T17:04:31.000Z,84669118,0x78103125945abee15010f583b8261a4b0ce09674c4b8bc9c0a30c9e52c5f45b4,4628,Down,buy,30.457141,9.999999,0.32833019
1774458273,2026-03-25T17:04:33.000Z,84669119,0xb84012939b0f540affc0fdb09a7c69f20d4887c9eb05dbaf7471f43ece708432,1008,Down,buy,1.408448,0.408450,0.29000006
1774458273,2026-03-25T17:04:33.000Z,84669119,0xb84012939b0f540affc0fdb09a7c69f20d4887c9eb05dbaf7471f43ece708432,1012,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0x08c0135d3d3434291247f4c217a28eda9a5253d950ffdf67fa64a80a6e668f83,1052,Down,buy,1.408448,0.408450,0.29000006
1774458273,2026-03-25T17:04:33.000Z,84669119,0x08c0135d3d3434291247f4c217a28eda9a5253d950ffdf67fa64a80a6e668f83,1056,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0x16b53b6bd3329b8deec448d9d833deb61b4291b597c5dc32cf7fd50b001ed7bc,1074,Down,buy,1.408448,0.408450,0.29000006
1774458273,2026-03-25T17:04:33.000Z,84669119,0x16b53b6bd3329b8deec448d9d833deb61b4291b597c5dc32cf7fd50b001ed7bc,1078,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0x0c1ec730495a4def5fe06a296ef298f5120fd0c71813c49e4081cfb1223f32af,1175,Down,buy,1.408448,0.408450,0.29000006
1774458273,2026-03-25T17:04:33.000Z,84669119,0x0c1ec730495a4def5fe06a296ef298f5120fd0c71813c49e4081cfb1223f32af,1179,Up,buy,1.408448,0.999998,0.70999994
1774458273,2026-03-25T17:04:33.000Z,84669119,0xfa675aa6d71c97f443b0cb11523735b6a6d602b7571618fe6abd57e7677adae9,1433,Down,buy,1.408448,0.408450,0.29000006
