timestamp,coin,price
2026-03-24T23:37:03.201Z,ETH,2161.00000000
2026-03-24T23:37:03.209Z,ETH,2160.99000000
2026-03-24T23:37:03.209Z,ETH,2160.98000000
2026-03-24T23:37:03.210Z,ETH,2160.97000000
2026-03-24T23:37:03.599Z,ETH,2160.98000000
2026-03-24T23:37:03.697Z,ETH,2160.99000000
2026-03-24T23:37:03.699Z,ETH,2161.00000000
2026-03-24T23:37:03.699Z,ETH,2161.01000000
2026-03-24T23:37:03.700Z,ETH,2161.02000000
2026-03-24T23:37:03.700Z,ETH,2161.03000000
2026-03-24T23:37:03.700Z,ETH,2161.04000000
2026-03-24T23:37:03.700Z,ETH,2161.06000000
2026-03-24T23:37:03.706Z,ETH,2161.07000000
2026-03-24T23:37:03.719Z,ETH,2161.08000000
2026-03-24T23:37:03.719Z,ETH,2161.09000000
2026-03-24T23:37:03.720Z,ETH,2161.10000000
2026-03-24T23:37:03.720Z,ETH,2161.11000000
2026-03-24T23:37:03.723Z,ETH,2161.12000000
2026-03-24T23:37:03.724Z,ETH,2161.13000000
2026-03-24T23:37:03.755Z,ETH,2161.14000000
2026-03-24T23:37:03.756Z,ETH,2161.15000000
2026-03-24T23:37:03.756Z,ETH,2161.16000000
2026-03-24T23:37:03.757Z,ETH,2161.17000000
2026-03-24T23:37:03.757Z,ETH,2161.18000000
2026-03-24T23:37:03.794Z,BTC,70739.87000000
2026-03-24T23:37:03.829Z,ETH,2161.19000000
2026-03-24T23:37:03.829Z,ETH,2161.20000000
2026-03-24T23:37:03.829Z,ETH,2161.21000000
2026-03-24T23:37:03.830Z,ETH,2161.22000000
2026-03-24T23:37:03.830Z,ETH,2161.23000000
2026-03-24T23:37:03.830Z,ETH,2161.24000000
2026-03-24T23:37:03.831Z,ETH,2161.25000000
2026-03-24T23:37:03.835Z,ETH,2161.26000000
2026-03-24T23:37:03.836Z,ETH,2161.27000000
2026-03-24T23:37:03.836Z,ETH,2161.28000000
2026-03-24T23:37:03.836Z,ETH,2161.29000000
2026-03-24T23:37:03.836Z,ETH,2161.30000000
2026-03-24T23:37:03.836Z,ETH,2161.31000000
2026-03-24T23:37:03.837Z,ETH,2161.32000000
2026-03-24T23:37:03.837Z,ETH,2161.33000000
2026-03-24T23:37:03.838Z,ETH,2161.34000000
2026-03-24T23:37:03.838Z,ETH,2161.35000000
2026-03-24T23:37:03.838Z,ETH,2161.37000000
2026-03-24T23:37:03.838Z,ETH,2161.38000000
2026-03-24T23:37:03.839Z,ETH,2161.39000000
2026-03-24T23:37:03.840Z,ETH,2161.40000000
