timestamp,poly_btc_chg,binance_chg,delta,up_chg,down_chg
2026-03-05T02:50:02+00:00,0,-0.33,18.56,0,0
2026-03-05T02:50:02+00:00,0,-0.5,19.58,0,0
2026-03-05T02:50:02+00:00,0,-0.22,19.08,0,0
2026-03-05T02:50:02+00:00,0,-0.47,22.58,0,0
2026-03-05T02:50:02+00:00,0,-0.08,22.11,0,0
2026-03-05T02:50:02+00:00,,,18.14,,
2026-03-05T02:50:02+00:00,0,-0.01,22.59,0,0
2026-03-05T02:50:02+00:00,0,-0.09,19.86,0,0
2026-03-05T02:50:02+00:00,0,-0.01,18.23,0,0
2026-03-05T02:50:02+00:00,0,-0.06,18.62,0,0
2026-03-05T02:50:02+00:00,0,-0.01,18.15,0,0
2026-03-05T02:50:02+00:00,0,-0.45,20.31,0,0
2026-03-05T02:50:02+00:00,0,-0.31,20.62,0,0
2026-03-05T02:50:02+00:00,0,-0.03,18.86,0,0
2026-03-05T02:50:02+00:00,0,-0.71,21.68,0,0
2026-03-05T02:50:02+00:00,0,-0.04,18.66,0,0
2026-03-05T02:50:02+00:00,0,-0.04,18.22,0,0
2026-03-05T02:50:02+00:00,0,-0.24,20.86,0,0
2026-03-05T02:50:02+00:00,0,-0.35,22.03,0,0
2026-03-05T02:50:02+00:00,0,-0.17,18.83,0,0
2026-03-05T02:50:02+00:00,0,-0.19,19.77,0,0
2026-03-05T02:50:02+00:00,0,-0.03,18.18,0,0
2026-03-05T02:50:02+00:00,0,-0.11,20.97,0,0
2026-03-05T02:50:03+00:00,0,0.01,22.58,0,0
2026-03-05T02:50:03+00:00,0,-0.01,22.59,-50.1,50
2026-03-05T02:50:04+00:00,0,-0.02,23.81,0,0
2026-03-05T02:50:04+00:00,0,-0.2,25.09,0,0
2026-03-05T02:50:04+00:00,1.19,-0.01,23.79,-1,1
2026-03-05T02:50:04+00:00,0,-0.37,25.51,0,0
2026-03-05T02:50:04+00:00,0,-0.24,24.05,0,0
2026-03-05T02:50:04+00:00,0,-0.84,24.89,0,0
2026-03-05T02:50:04+00:00,0,-0.05,25.14,0,0
2026-03-05T02:50:04+00:00,0,0.01,25.5,0,0
2026-03-05T02:50:05+00:00,-3.79,-0.01,18.33,-1,0
2026-03-05T02:50:05+00:00,3.79,0,22.12,1,0
2026-03-05T02:50:05+00:00,-3.39,0,22.11,0.1,1
2026-03-05T02:50:06+00:00,0,0.19,11.89,0,0
2026-03-05T02:50:06+00:00,0,0.38,12.25,0,0
2026-03-05T02:50:06+00:00,0,0.82,10.51,0,0
2026-03-05T02:50:06+00:00,0,0.01,12.08,0,0
2026-03-05T02:50:06+00:00,-3.79,0.01,18.32,-0.1,1
2026-03-05T02:50:06+00:00,0,-0.01,2.85,0,0
2026-03-05T02:50:06+00:00,0,0.01,14.06,0,0
2026-03-05T02:50:06+00:00,0,0.16,6.63,0,0
2026-03-05T02:50:06+00:00,0,0.15,15.89,0,0
2026-03-05T02:50:06+00:00,0,0.72,13.24,0,0
2026-03-05T02:50:06+00:00,0,0.01,16.58,-0.9,-1
2026-03-05T02:50:06+00:00,0,0.01,2.84,0,0
2026-03-05T02:50:06+00:00,0,1.72,14.07,0,0
2026-03-05T02:50:06+00:00,0,0.47,16.04,0,0
2026-03-05T02:50:06+00:00,0,0.11,12.14,0,0
2026-03-05T02:50:06+00:00,0,0.24,2.85,0,0
2026-03-05T02:50:06+00:00,0,0.05,12.09,0,0
2026-03-05T02:50:06+00:00,0,0.1,15.79,0,0
2026-03-05T02:50:06+00:00,0,0.61,12.63,0,0
2026-03-05T02:50:06+00:00,0,0.02,16.61,0,0
2026-03-05T02:50:06+00:00,0,1.29,16.63,0,0
2026-03-05T02:50:06+00:00,0,0.01,3.21,0,0
2026-03-05T02:50:06+00:00,0,0.07,16.51,0,0
2026-03-05T02:50:06+00:00,0,0.19,7.35,0,0
2026-03-05T02:50:06+00:00,0,1.07,3.9,0,0
2026-03-05T02:50:06+00:00,0,0.37,17.93,0,0
2026-03-05T02:50:06+00:00,0,0.01,16.59,0,0
2026-03-05T02:50:06+00:00,0,0.01,18.3,0,0
2026-03-05T02:50:06+00:00,0,0.22,3.39,0,0
2026-03-05T02:50:06+00:00,0,0.16,3.22,0,0
2026-03-05T02:50:06+00:00,0,0.01,3.62,0,0
2026-03-05T02:50:06+00:00,0,0.08,10.43,0,0
2026-03-05T02:50:06+00:00,0,0.01,3.14,0,0
2026-03-05T02:50:06+00:00,0,0.01,18.31,0,0
2026-03-05T02:50:06+00:00,0,0.06,3.15,0,0
2026-03-05T02:50:06+00:00,0,0.1,9.22,0,0
2026-03-05T02:50:06+00:00,0,0.51,5.81,0,0
2026-03-05T02:50:06+00:00,0,0.6,8.62,0,0
2026-03-05T02:50:06+00:00,0,0.01,9.32,0,0
2026-03-05T02:50:06+00:00,0,0.1,13.96,0,0
2026-03-05T02:50:06+00:00,0,0.31,6.32,0,0
2026-03-05T02:50:06+00:00,0,0.01,7.05,0,0
2026-03-05T02:50:06+00:00,0,0.78,9.65,0,0
2026-03-05T02:50:06+00:00,0,0.01,8.61,0,0
2026-03-05T02:50:06+00:00,0,0.18,7.17,0,0
2026-03-05T02:50:06+00:00,0,0.01,9.33,0,0
2026-03-05T02:50:06+00:00,0,0.01,3.61,0,0
2026-03-05T02:50:06+00:00,0,0.01,17.92,0,0
2026-03-05T02:50:06+00:00,0,0.02,7.06,0,0
2026-03-05T02:50:06+00:00,0,0.84,4.97,0,0
2026-03-05T02:50:06+00:00,0,0.01,3.38,0,0
2026-03-05T02:50:06+00:00,0,0.09,7.08,0,0
