timestamp,poly_btc_chg,binance_chg,delta,up_chg,down_chg
2026-03-05T03:45:03+00:00,0,-0.09,12.81,0,0
2026-03-05T03:45:03+00:00,0,-0.01,12.84,1,0
2026-03-05T03:45:03+00:00,0,-0.19,13.79,0,0
2026-03-05T03:45:03+00:00,0,0.01,14.23,0,0
2026-03-05T03:45:03+00:00,0,-0.05,13.57,0,0
2026-03-05T03:45:03+00:00,0,-0.01,12.82,0,0
2026-03-05T03:45:03+00:00,0,-0.01,15.59,0,0
2026-03-05T03:45:03+00:00,0,-0.17,14.17,0,0
2026-03-05T03:45:03+00:00,0,-0.12,14.29,0,0
2026-03-05T03:45:03+00:00,0,-0.66,17.22,0,0
2026-03-05T03:45:03+00:00,0,-0.02,17.24,0,0
2026-03-05T03:45:03+00:00,0,0.01,14.71,0,0
2026-03-05T03:45:03+00:00,0,-0.16,14.64,0,0
2026-03-05T03:45:03+00:00,0,0.24,13.59,0,0
2026-03-05T03:45:03+00:00,0,-0.88,15.57,0,0
2026-03-05T03:45:03+00:00,0,0.01,13.3,0,0
2026-03-05T03:45:03+00:00,0,-0.01,14,0,0
2026-03-05T03:45:03+00:00,0,0.01,14.72,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.99,0,0
2026-03-05T03:45:03+00:00,-2.04,-0.03,11.79,0,0
2026-03-05T03:45:03+00:00,0,-0.02,13.58,0,0
2026-03-05T03:45:03+00:00,0,-0.01,16.56,0,0
2026-03-05T03:45:03+00:00,0,-0.01,15.61,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.58,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.8,0,0
2026-03-05T03:45:03+00:00,0,0.01,14.73,0,0
2026-03-05T03:45:03+00:00,0,-0.3,16.06,0,0
2026-03-05T03:45:03+00:00,0,-0.01,16.51,0,0
2026-03-05T03:45:03+00:00,0,-0.26,12.7,0,0
2026-03-05T03:45:03+00:00,0,0.23,14.25,0,0
2026-03-05T03:45:03+00:00,0,0.15,13.83,0,0
2026-03-05T03:45:03+00:00,0,-0.41,12.2,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.56,0,0
2026-03-05T03:45:03+00:00,0,0.01,14.24,0,0
2026-03-05T03:45:03+00:00,,,14.74,,
2026-03-05T03:45:03+00:00,0,0.16,14.48,0,0
2026-03-05T03:45:03+00:00,0,-0.03,16.55,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.31,0.1,0.9
2026-03-05T03:45:03+00:00,0,0.25,13.98,0,0
2026-03-05T03:45:03+00:00,0,-0.06,13.82,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.97,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.6,0,0
2026-03-05T03:45:03+00:00,0,0.01,13.31,0,0
2026-03-05T03:45:03+00:00,0,-0.18,14.47,0,0
2026-03-05T03:45:03+00:00,0,0.07,14.64,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.59,0,0
2026-03-05T03:45:03+00:00,0,-0.14,13.96,0,0
2026-03-05T03:45:03+00:00,0,-0.01,14.48,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.98,0,0
2026-03-05T03:45:03+00:00,0,-0.01,15.58,0,0
2026-03-05T03:45:03+00:00,0,-0.05,14.69,0,0
2026-03-05T03:45:03+00:00,0,-0.01,16.52,0,0
2026-03-05T03:45:03+00:00,0,-0.03,15.64,0,0
2026-03-05T03:45:03+00:00,0,-0.01,15.6,0,0
2026-03-05T03:45:03+00:00,0,-0.12,15.76,0,0
2026-03-05T03:45:03+00:00,0,-0.01,12.21,0,0
2026-03-05T03:45:03+00:00,0,-0.01,12.72,0,0
2026-03-05T03:45:03+00:00,0,-0.01,12.71,0,0
2026-03-05T03:45:03+00:00,0,-0.23,12.44,0,0
2026-03-05T03:45:03+00:00,0,-0.18,13.76,0,0
2026-03-05T03:45:03+00:00,0,-0.33,16.5,0,0
2026-03-05T03:45:03+00:00,0,-0.11,16.17,0,0
2026-03-05T03:45:03+00:00,0,0.27,13.32,0,0
2026-03-05T03:45:03+00:00,0,-0.23,13.55,0,0
2026-03-05T03:45:03+00:00,0,-0.68,13.52,0,0
2026-03-05T03:45:03+00:00,0,-0.01,12.83,0,0
2026-03-05T03:45:03+00:00,0,-0.01,13.32,0.9,0
2026-03-05T03:45:04+00:00,0,0.23,12.2,0,0
2026-03-05T03:45:04+00:00,0,0.01,11.26,0,0
2026-03-05T03:45:04+00:00,0,0.27,12.44,0,0
2026-03-05T03:45:04+00:00,0,0.01,10,0,0
2026-03-05T03:45:04+00:00,0,0.01,10.01,0,0
2026-03-05T03:45:04+00:00,0,0.9,9.1,0,0
2026-03-05T03:45:04+00:00,0,0.01,12.19,0,0
2026-03-05T03:45:04+00:00,0,0.01,9.09,0,0
2026-03-05T03:45:04+00:00,0,0.01,8.3,0,0
2026-03-05T03:45:04+00:00,0,0.41,10.84,0,0
2026-03-05T03:45:04+00:00,0,0.01,11.25,0,0
2026-03-05T03:45:04+00:00,0,0.22,8.6,0,0
2026-03-05T03:45:04+00:00,0,0.21,10.63,0,0
2026-03-05T03:45:04+00:00,0,0.01,17.23,-1,-1
2026-03-05T03:45:04+00:00,0,0.52,11.27,0,0
