timestamp,poly_btc_chg,binance_chg,delta,up_chg,down_chg
2026-03-05T03:40:03+00:00,0,0.01,-1.02,0,0
2026-03-05T03:40:03+00:00,0,0.04,2.44,0,0
2026-03-05T03:40:03+00:00,0,0.02,5.21,0,0
2026-03-05T03:40:03+00:00,0,0.08,-9.25,0,0
2026-03-05T03:40:03+00:00,0,0.48,-9.8,0,0
2026-03-05T03:40:03+00:00,0,0.01,2.43,0,0
2026-03-05T03:40:03+00:00,0,0.06,3.02,0,0
2026-03-05T03:40:03+00:00,0,0.01,-2.01,0,0
2026-03-05T03:40:03+00:00,0,0.15,-10.13,0,0
2026-03-05T03:40:03+00:00,0,0.13,-1.01,0,0
2026-03-05T03:40:03+00:00,0,0.01,-10.14,0,0
2026-03-05T03:40:03+00:00,0,0.03,-2,0,0
2026-03-05T03:40:03+00:00,0,0.84,-6.17,0,0
2026-03-05T03:40:03+00:00,0,0.01,-6.99,0,2
2026-03-05T03:40:03+00:00,0,0.04,3.44,0,0
2026-03-05T03:40:03+00:00,0,0.01,-8.53,0,0
2026-03-05T03:40:03+00:00,0,0.06,-3.22,0,0
2026-03-05T03:40:03+00:00,0,0.09,-3.31,0,0
2026-03-05T03:40:03+00:00,0,0.17,-1.19,0,0
2026-03-05T03:40:03+00:00,0,0.23,-2.4,0,0
2026-03-05T03:40:03+00:00,0,0.26,-5.33,0,0
2026-03-05T03:40:03+00:00,0,0.33,2.49,0,0
2026-03-05T03:40:03+00:00,0,0.01,-8.39,0,2
2026-03-05T03:40:03+00:00,0,0.06,-8.59,0,0
2026-03-05T03:40:03+00:00,0,0.28,-6.52,0,0
2026-03-05T03:40:03+00:00,0,0.52,-9.17,0,0
2026-03-05T03:40:03+00:00,0,0.02,-3.74,0,0
2026-03-05T03:40:03+00:00,0,0.05,-0.33,0,0
2026-03-05T03:40:03+00:00,0,0.2,2.82,0,0
2026-03-05T03:40:03+00:00,0,0.02,-0.54,0,0
2026-03-05T03:40:03+00:00,0,0.1,-9.92,0,0
2026-03-05T03:40:03+00:00,0,0.06,-9.32,0,0
2026-03-05T03:40:03+00:00,0,0.09,-3.12,0,0
2026-03-05T03:40:03+00:00,0,0.36,3.08,0,0
2026-03-05T03:40:03+00:00,0,0.01,-6.53,0,0
2026-03-05T03:40:03+00:00,0,0.02,-8.64,0,0
2026-03-05T03:40:03+00:00,0,0.01,-9.26,0,0
2026-03-05T03:40:03+00:00,0,0.81,-0.19,0,0
2026-03-05T03:40:03+00:00,0,0.27,-4.52,0,0
2026-03-05T03:40:03+00:00,0,0.75,0.73,0,0
2026-03-05T03:40:03+00:00,0,0.01,-8.65,0,0
2026-03-05T03:40:03+00:00,0,0.01,-0.2,0,0
2026-03-05T03:40:03+00:00,0,0.05,-6.22,0,0
2026-03-05T03:40:03+00:00,0,0.02,-6.24,0,0
2026-03-05T03:40:03+00:00,0,0.55,-5.07,0,0
2026-03-05T03:40:03+00:00,0,0.51,-4.25,0,0
2026-03-05T03:40:03+00:00,0,0.09,2.34,0,0
2026-03-05T03:40:03+00:00,0,0.02,-2.52,0,0
2026-03-05T03:40:03+00:00,0,0.01,-9.82,0,0
2026-03-05T03:40:03+00:00,0,0.01,-9.94,0,0
2026-03-05T03:40:03+00:00,0,0.85,4,0,0
2026-03-05T03:40:03+00:00,0,0.78,-1.97,0,0
2026-03-05T03:40:03+00:00,0,-15.38,5.24,1,-1
