timestamp,poly_btc_chg,binance_chg,delta,up_chg,down_chg
2026-03-05T01:40:07+00:00,,,,,
2026-03-05T01:40:12+00:00,34.83,,,6,-5
2026-03-05T01:40:17+00:00,4.33,,,2,0
2026-03-05T01:40:22+00:00,-7.5,,,-4,5
2026-03-05T01:40:27+00:00,-4.16,,,1,-4.9
2026-03-05T01:40:32+00:00,1.84,,,-2,2.9
2026-03-05T01:40:37+00:00,-7.84,,,-7,4
2026-03-05T01:40:42+00:00,-19.35,,,-1,3
2026-03-05T01:40:47+00:00,0.72,,,-2,-0.9
2026-03-05T01:40:52+00:00,11.06,,,9,-8.1
2026-03-05T01:40:57+00:00,14.13,,,6,-3
2026-03-05T01:41:02+00:00,8.01,,,-1,1
2026-03-05T01:41:14+00:00,9.94,,,2,-3
2026-03-05T01:41:20+00:00,-21.12,,,-7,10
2026-03-05T01:41:21+00:00,0.3,,,-3,1
2026-03-05T01:41:22+00:00,0,,,0,0
2026-03-05T01:41:23+00:00,0.26,,,-1,0
2026-03-05T01:41:24+00:00,-0.13,,,0,0
2026-03-05T01:41:30+00:00,1.94,,,1,-1
2026-03-05T01:41:31+00:00,0.27,,,-0.9,-1
2026-03-05T01:41:32+00:00,0.07,,,0.9,1.1
2026-03-05T01:41:33+00:00,-0.92,,,0,0
2026-03-05T01:41:34+00:00,-1.29,,,0,0.9
2026-03-05T01:41:35+00:00,-1.65,,,-0.9,-0.9
2026-03-05T01:41:39+00:00,-3.75,,,-8.1,6.9
2026-03-05T01:41:40+00:00,0,,36.99,0,2
2026-03-05T01:41:41+00:00,-11.55,-4.75,30.19,0,2
2026-03-05T01:41:42+00:00,-6.62,-0.01,23.58,-1.9,-1
2026-03-05T01:41:43+00:00,-2.19,-5.57,26.96,0.9,0
2026-03-05T01:41:44+00:00,-2.32,-7.4,32.04,0,2
2026-03-05T01:41:45+00:00,0,0.01,32.03,-2,0.1
2026-03-05T01:41:46+00:00,-4.78,-10.21,37.46,0,0
2026-03-05T01:41:47+00:00,-4.41,-4.87,37.92,-4,1.9
2026-03-05T01:41:48+00:00,-5.81,0.01,32.1,-1,2
2026-03-05T01:41:49+00:00,0,-0.01,32.11,-3,4
2026-03-05T01:41:50+00:00,-10.82,0.01,21.28,0,0
2026-03-05T01:41:51+00:00,0,-6.04,27.32,-1,0
2026-03-05T01:41:52+00:00,-0.36,-3.01,29.97,0,2
2026-03-05T01:42:00+00:00,-30.02,-25.26,25.21,-12,10
2026-03-05T01:42:01+00:00,-6.69,-0.01,18.53,1.1,0
2026-03-05T01:42:04+00:00,,-29.17,,-3.1,2
2026-03-05T01:42:05+00:00,,0.4,26.95,-1,0
2026-03-05T01:42:06+00:00,-2.92,13.6,10.43,-1,1
2026-03-05T01:42:07+00:00,0,-12.09,22.52,4,-1
2026-03-05T01:42:08+00:00,7.16,2.71,26.97,-1,0
2026-03-05T01:42:09+00:00,0,0.01,26.96,-1,-1
